id,sku,titulo,categorias,marca,atributos
238,31368700001,"TERMOFLEX EXZHELLENT 3×10 AWG (6mm2) Cu (cobre) 300V 60°C","Cable flexible|Termoflex Exzhellent",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_norma|pa_aplicacion
239,31368680001,"TERMOFLEX EXZHELLENT 3×12 AWG (4mm2) Cu (cobre) 300V 60°C","Cable flexible|Termoflex Exzhellent",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_norma|pa_aplicacion
240,31368660001,"TERMOFLEX MULTIPROPÓSITO 2×10 AWG Cu (cobre) (J) PVC 300V 60°C","Cable flexible|Termoflex Multipropósito",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_norma|pa_aplicacion
241,31368640001,"TERMOFLEX MULTIPROPÓSITO 2×12 AWG Cu (cobre) (J) PVC 300V 60°C","Cable flexible|Termoflex Multipropósito",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_norma|pa_aplicacion
242,31368620001,"TERMOFLEX MULTIPROPÓSITO 2×14 AWG Cu (cobre) (J) PVC 300V 60°C","Cable flexible|Termoflex Multipropósito",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_norma|pa_aplicacion
243,31368600001,"TERMOFLEX MULTIPROPÓSITO 2×16 AWG Cu (cobre) (J) PVC 300V 60°C","Cable flexible|Termoflex Multipropósito",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_norma|pa_aplicacion
244,31368580001,"TERMOFLEX MULTIPROPÓSITO 2×18 AWG Cu (cobre) (J) PVC 300V 60°C","Cable flexible|Termoflex Multipropósito",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_norma|pa_aplicacion
245,31368560001,"TERMOFLEX MULTIPROPÓSITO 2×20 AWG Cu (cobre) (J) PVC 300V 60°C","Cable flexible|Termoflex Multipropósito",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_norma|pa_aplicacion
246,31368540001,"TERMOFLEX MULTIPROPÓSITO 3×10 AWG Cu (cobre) (J) PVC 300V 60°C","Cable flexible|Termoflex Multipropósito",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_norma|pa_aplicacion
247,31368520001,"TERMOFLEX MULTIPROPÓSITO 3×12 AWG Cu (cobre) (J) PVC 300V 60°C","Cable flexible|Termoflex Multipropósito",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_norma|pa_aplicacion
248,31368500001,"TERMOFLEX MULTIPROPÓSITO 3×14 AWG Cu (cobre) (J) PVC 300V 60°C","Cable flexible|Termoflex Multipropósito",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_norma|pa_aplicacion
249,31368480001,"TERMOFLEX MULTIPROPÓSITO 3×16 AWG Cu (cobre) (J) PVC 300V 60°C","Cable flexible|Termoflex Multipropósito",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_norma|pa_aplicacion
250,31368460001,"TERMOFLEX MULTIPROPÓSITO 3×18 AWG Cu (cobre) (J) PVC 300V 60°C","Cable flexible|Termoflex Multipropósito",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_norma|pa_aplicacion
251,31368440001,"TERMOFLEX MULTIPROPÓSITO 3×20 AWG Cu (cobre) (J) PVC 300V 60°C","Cable flexible|Termoflex Multipropósito",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_norma|pa_aplicacion
252,32352320101,"THHW 2 AWG (33.6 mm2) AA8000","Cables de aluminio|THHW",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
253,32352320201,"THHW 1 AWG (42.4 mm2) AA8000","Cables de aluminio|THHW",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
254,32352320301,"THHW 1/0 AWG (53.5 mm2) AA8000","Cables de aluminio|THHW",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
255,32352340101,"THHW 1/0 AWG (53.5 mm2)","Cables de aluminio|THHW",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
256,32352350101,"THHW 2/0 AWG (67.4 mm2)","Cables de aluminio|THHW",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
257,32352360101,"THHW 3/0 AWG (85 mm2)","Cables de aluminio|THHW",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
258,32352370101,"THHW 4/0 AWG (107 mm2)","Cables de aluminio|THHW",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
259,32352380101,"THHW 250 kcmil (127 mm2)","Cables de aluminio|THHW",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
260,32352390101,"THHW 350 kcmil (177 mm2)","Cables de aluminio|THHW",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
261,32352400101,"THHW 500 kcmil (253 mm2)","Cables de aluminio|THHW",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
262,32352730101,"EXZHELLENT 2 AWG (35mm2) AA8000","Cables de aluminio|Exzhellent",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
263,32352740101,"EXZHELLENT 1 AWG (42.4mm2) AA8000","Cables de aluminio|Exzhellent",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
264,32352750101,"EXZHELLENT 1/0 AWG (53.5mm2) AA8000","Cables de aluminio|Exzhellent",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
265,32352760101,"EXZHELLENT 2/0 AWG (67.4mm2) AA8000","Cables de aluminio|Exzhellent",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
266,32352770101,"EXZHELLENT 3/0 AWG (85mm2) AA8000","Cables de aluminio|Exzhellent",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
267,32352780101,"EXZHELLENT 4/0 AWG (107mm2) AA8000","Cables de aluminio|Exzhellent",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
268,32352790101,"EXZHELLENT 250 kcmil (127mm2) AA8000","Cables de aluminio|Exzhellent",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
269,32352800101,"EXZHELLENT 350 kcmil (177mm2) AA8000","Cables de aluminio|Exzhellent",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
270,32352810101,"EXZHELLENT 500 kcmil (253mm2) AA8000","Cables de aluminio|Exzhellent",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
271,32480055000,"ACSR 4/0 AWG PENGUIN","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
272,32480050000,"ACSR 2/0 AWG PARTRIDGE","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
273,32480045000,"ACSR 1/0 AWG RAVEN","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
274,32480040000,"ACSR 2 AWG SPARATE","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
275,32480035000,"ACSR 4 AWG PENGUIN","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
276,32481200001,"ACSR 2/0 SWANATE","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
277,32481210001,"ACSR 4/0 PARTRIDGE","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
278,32481220001,"ACSR 336 kcmil MERLIN","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
279,32481230001,"ACSR 477 kcmil HAWK","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
280,32481240001,"ACSR 556 kcmil FLICKER","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
281,32481250001,"ACSR 715 kcmil DRAKE","ACSR|Cables de distribución",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
282,32482100001,"TRIPLEX 2×1/0+1/0 AWG XLPE/XLPE","Cables de distribución|Triplex/Cuadruplex",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_norma|pa_aplicacion
283,32482120001,"TRIPLEX 2×2/0+2/0 AWG XLPE/XLPE","Cables de distribución|Triplex/Cuadruplex",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_norma|pa_aplicacion
284,32482130001,"TRIPLEX 2×4/0+4/0 AWG XLPE/XLPE","Cables de distribución|Triplex/Cuadruplex",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_norma|pa_aplicacion
285,32482140001,"TRIPLEX 2×250+250 kcmil XLPE/XLPE","Cables de distribución|Triplex/Cuadruplex",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_norma|pa_aplicacion
286,32482150001,"CUADRUPLEX 3×1/0+1/0 AWG XLPE","Cables de distribución|Triplex/Cuadruplex",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_norma|pa_aplicacion
287,32482160001,"CUADRUPLEX 3×2/0+2/0 AWG XLPE","Cables de distribución|Triplex/Cuadruplex",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_norma|pa_aplicacion
288,32482170001,"CUADRUPLEX 3×4/0+4/0 AWG XLPE","Cables de distribución|Triplex/Cuadruplex",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_norma|pa_aplicacion
289,32482180001,"CUADRUPLEX 3×250+250 kcmil XLPE","Cables de distribución|Triplex/Cuadruplex",Procables,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_norma|pa_aplicacion
290,31399000693,"PV 4mm2 Cu (flexible) XLPE SR 2000V G&O 90°C PVC","Cables solares",Procables,pa_marca|pa_voltaje|pa_norma|pa_aplicacion
291,31399000894,"PV 6mm2 Cu (flexible) XLPE SR 1500V G&O 90°C PVC","Cables solares",Procables,pa_marca|pa_voltaje|pa_norma|pa_aplicacion
292,31399000895,"PV 6mm2 Cu (flexible) XLPE SR 1000V G&O 90°C PVC","Cables solares",Procables,pa_marca|pa_voltaje|pa_norma|pa_aplicacion
293,31399001094,"PV 10mm2 Cu (flexible) XLPE SR 1500V G&O 90°C PVC","Cables solares",Procables,pa_marca|pa_voltaje|pa_norma|pa_aplicacion
294,81471200002,"Cable LAN CAT5E 4PX26AWG","Cables de red",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
295,81471200003,"Cable LAN CAT6 4PX23AWG","Cables de red",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
296,81471200004,"Cable LAN CAT6A 4PX23AWG","Cables de red",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
297,81471200005,"Cable LAN CAT5E APANT 4PX24AWG","Cables de red",Procables,pa_marca|pa_calibre-awg|pa_norma|pa_aplicacion
298,88490018501,"FO SM ARMADA 96H CINTA ACERO","Cables de fibra óptica",Procables,pa_marca|pa_aplicacion
299,88490037001,"FO SM ADSS 12H VANO 120","Cables de fibra óptica",Procables,pa_marca|pa_aplicacion
300,88490037101,"FO SM ADSS 24H VANO 120","Cables de fibra óptica",Procables,pa_marca|pa_aplicacion
301,88490037201,"FO SM ADSS 48H VANO 120","Cables de fibra óptica",Procables,pa_marca|pa_aplicacion
302,88490038501,"FO SM ADSS 12H VANO 200","Cables de fibra óptica",Procables,pa_marca|pa_aplicacion
303,88490038601,"FO SM ADSS 24H VANO 200","Cables de fibra óptica",Procables,pa_marca|pa_aplicacion
304,88490038701,"FO SM ADSS 48H VANO 200","Cables de fibra óptica",Procables,pa_marca|pa_aplicacion
305,88490202601,"FO SM ARMADA 24H CINTA ACERO","Cables de fibra óptica",Procables,pa_marca|pa_aplicacion
306,88490202701,"FO SM ARMADA 48H CINTA ACERO","Cables de fibra óptica",Procables,pa_marca|pa_aplicacion
307,88490211001,"MICRO FO SM 24H FRP WB","Cables de fibra óptica",Procables,pa_marca|pa_aplicacion
308,106565,"16 AWG 4 conductores SJOOW Cordón portátil 300V","Cable encauchetado|Cable flexible",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
309,106969,"18/4C VNTC apantallado Cable para bandeja E2 600V ER","Cable para bandeja / tray cable|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
313,110902,"18/8C CL3R/CMR Cable multiconductor BC apantallado PVC 300V","Cables de control",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
314,106562,"10 AWG 4 conductores SJOOW Cordón portátil 300V","Cable encauchetado|Cable flexible",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
315,106563,"12 AWG 3 conductores SJOOW Cordón portátil 300V","Cable encauchetado|Cable flexible",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
316,106564,"12 AWG 4 conductores SJOOW Cordón portátil 300V","Cable encauchetado|Cable flexible",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
317,106566,"18 AWG 3 conductores SJOOW Cordón portátil 300V","Cable encauchetado|Cable flexible",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
318,106567,"4/4C SOOW Cordón portátil 90C 600V CPE negro Non-UL","Cable encauchetado|Cable flexible",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
319,106568,"8/3C SOOW Cordón portátil 90C 600V CPE negro Non-UL","Cable encauchetado|Cable flexible",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
320,106569,"8/4C SOOW Cordón portátil 90C 600V CPE negro Non-UL","Cable encauchetado|Cable flexible",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
321,106570,"10/2C SOOW Cordón portátil 90C 600V CPE","Cable encauchetado|Cable flexible",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
322,106571,"16/2C SOOW Cordón portátil 90C 600V CPE","Cable encauchetado|Cable flexible",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
323,106572,"16/3C SOOW Cordón portátil 90C 600V CPE","Cable encauchetado|Cable flexible",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
324,106573,"16/4C SOOW Cordón portátil 90C 600V CPE","Cable encauchetado|Cable flexible",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
325,106574,"18/5C SOOW Cordón portátil 90C 600V CPE","Cable encauchetado|Cable flexible",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_chaqueta
326,106575,"1 AWG clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
327,106576,"2 AWG clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
328,106578-V2,"2 AWG Super Vu-Tron Cable de soldadura 600V 90C","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
329,106579,"4 AWG clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
330,106581,"6 AWG clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
331,106582,"1/0 AWG clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
332,106584,"1/0 AWG Super Vu-Tron Cable de soldadura 600V 90C","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
333,106585,"2/0 AWG clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
334,106587-V20,"2/0 AWG Super Vu-Tron Cable de soldadura 600V 90C","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
335,106588,"250 KCMIL clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
336,106589,"3/0 AWG clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
337,106590,"350 KCMIL clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
338,106591,"4/0 AWG clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
339,106592,"4/0 AWG Super Vu-Tron clase M Cable de soldadura 600V 90C","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
340,106593,"500 KCMIL clase K Cable de soldadura 600V 105C EPDM","Cable de soldadura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
341,106594,"2 AWG puente Cable N/S EPR","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
342,106595,"2/0 AWG puente Cable N/S EPR","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
343,106596,"4/0 AWG puente Cable N/S EPR","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
344,106597,"500 MCM puente Cable N/S EPR","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
345,106598,"1 AWG 4C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
346,106599,"4 AWG 3C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
347,106600,"6 AWG 2C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
348,106601,"6 AWG 4C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
349,106602,"6 AWG 5C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
350,106603,"8 AWG 3C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
351,106604,"8 AWG 4C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
352,106605,"1/0 AWG 1C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
353,106606,"1/0 AWG 4C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
354,106607,"1/0 AWG 5C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
355,106608,"2/0 AWG 3C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
356,106609,"2/0 AWG 4C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
357,106610,"2/0 AWG 5C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
358,106611,"3/0 AWG 4C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
359,106612,"3/0 AWG 5C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
360,106613,"4/0 AWG 4C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
361,106614,"500 MCM 1C tipo W Cable EPDM/CPE 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
362,106615,"1/3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
363,106616,"2/3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
364,106617,"2/4C tipo G 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
365,106618,"4/3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
366,106619,"4/4C tipo G 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
367,106620,"6/3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
368,106621,"6/4C tipo G 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
369,106622,"8/3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
370,106623,"8/4C tipo G 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
371,106624,"1/0-3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
372,106625,"1/0-4C tipo G 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
373,106626,"2/0-3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
374,106627,"2/0-4C tipo G 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
375,106628,"250/3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
376,106629,"3/0-3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
377,106630,"3/0-4C tipo G 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
378,106631,"350/3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
379,106632,"4/0-3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
380,106633,"4/0-4C tipo G 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
381,106634,"500/3C tipo GGC 90C 2KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
382,106635,"1 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
383,106636,"2 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
384,106637,"4 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
